id,member_id,loan_amnt,term,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_major_derog,mths_since_last_record,pub_rec,open_acc,total_acc,acc_now_delinq,tot_coll_amt,revol_bal,revol_util,total_credit_rv,tot_cur_bal,int_rate
58140379,61944099.0,16000.0,60.0,IT Manager,10+ years,MORTGAGE,145000.0,Verified,debt_consolidation,442xx,OH,25.11,2.0,1982-07-01,1.0,,45.0,2.0,2.0,17.0,43.0,0.0,109.0,51019.0,65.0,78100.0,262213.0,11.53
59995331,63940048.0,3600.0,36.0,Sales Director Assistant,3 years,RENT,48000.0,Source Verified,car,917xx,CA,15.2,0.0,2006-04-01,1.0,58.0,58.0,,0.0,7.0,12.0,0.0,0.0,5364.0,47.9,11200.0,25859.0,12.69
43660269,46677025.0,20000.0,36.0,RN,3 years,OWN,72000.0,Source Verified,credit_card,273xx,NC,17.72,1.0,2000-11-01,2.0,15.0,,,0.0,14.0,36.0,0.0,158.0,17933.0,42.0,42700.0,39531.0,9.17
43420845,46447617.0,8000.0,36.0,Real Time Administrator,3 years,MORTGAGE,39000.0,Source Verified,debt_consolidation,302xx,GA,25.72,0.0,2005-09-01,1.0,,,,0.0,27.0,31.0,0.0,80.0,6749.0,68.2,9900.0,104279.0,13.99
48575451,51824214.0,4000.0,36.0,Electrician,3 years,RENT,83000.0,Not Verified,debt_consolidation,386xx,MS,9.63,0.0,1995-06-01,0.0,26.0,26.0,,0.0,10.0,30.0,0.0,98.0,12896.0,30.0,43000.0,14849.0,10.99
43879419,46896131.0,8000.0,36.0,Litigation Manager,10+ years,MORTGAGE,97000.0,Verified,credit_card,773xx,TX,19.44,0.0,1997-04-01,5.0,47.0,,,0.0,14.0,19.0,0.0,0.0,14381.0,55.0,26000.0,221578.0,9.99
55018360,58589075.0,1300.0,36.0,Office Manager,2 years,RENT,46000.0,Not Verified,debt_consolidation,104xx,NY,21.71,0.0,2009-05-01,1.0,28.0,,,0.0,12.0,19.0,0.0,0.0,1215.0,8.2,14800.0,91012.0,11.53
41123318,43999218.0,22750.0,60.0,Deputy District Attorney,3 years,RENT,78000.0,Verified,debt_consolidation,959xx,CA,32.32,0.0,1992-03-01,2.0,,,,0.0,35.0,64.0,0.0,0.0,52115.0,63.2,82500.0,460355.0,18.25
51846861,55276590.0,9600.0,36.0,Database Administrator,8 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,983xx,WA,33.18,0.0,1989-07-01,1.0,,,,0.0,18.0,46.0,0.0,1129.0,40898.0,55.9,73100.0,355618.0,8.18
59729310,63673022.0,17225.0,60.0,counselor,5 years,MORTGAGE,62000.0,Not Verified,debt_consolidation,237xx,VA,26.87,0.0,2005-03-01,0.0,,,,0.0,23.0,53.0,0.0,575.0,11475.0,25.5,45000.0,311730.0,13.99
57872932,61625671.0,3000.0,36.0,Project Support ,4 years,RENT,37000.0,Verified,moving,241xx,VA,28.19,0.0,1993-02-01,0.0,,,48.0,1.0,9.0,31.0,0.0,0.0,1886.0,22.2,8500.0,38411.0,16.55
55482470,59084237.0,4500.0,36.0,Program Managet,10+ years,RENT,62000.0,Verified,debt_consolidation,130xx,NY,17.94,2.0,2000-11-01,3.0,16.0,68.0,,0.0,12.0,25.0,0.0,0.0,8988.0,58.0,15600.0,34683.0,15.61
44683463,47751189.0,24000.0,36.0,Educator,9 years,MORTGAGE,92000.0,Source Verified,debt_consolidation,211xx,MD,10.28,1.0,2003-10-01,0.0,20.0,,,0.0,10.0,22.0,0.0,0.0,4857.0,25.2,19300.0,373894.0,8.18
48956316,52245033.0,25000.0,60.0,Physical Therapist,3 years,RENT,145000.0,Verified,credit_card,300xx,GA,16.22,0.0,2002-10-01,0.0,,,,0.0,10.0,24.0,0.0,0.0,29573.0,46.6,63400.0,59897.0,7.89
55524117,59125863.0,9000.0,36.0,Technical Care Provider 2 ,7 years,RENT,51700.0,Source Verified,major_purchase,327xx,FL,10.79,0.0,1984-01-01,0.0,48.0,48.0,,0.0,4.0,27.0,0.0,0.0,9385.0,30.7,30600.0,9385.0,7.26
54544200,58124942.0,35000.0,36.0,Director of Sales and Marketing,2 years,MORTGAGE,84700.0,Source Verified,other,620xx,IL,32.26,0.0,1994-09-01,2.0,72.0,72.0,97.0,1.0,18.0,41.0,0.0,0.0,13590.0,33.6,40400.0,127377.0,16.99
46783887,49931669.0,13300.0,36.0,Director PMO,2 years,MORTGAGE,154000.0,Not Verified,credit_card,194xx,PA,9.14,0.0,1999-09-01,0.0,,,,0.0,12.0,27.0,0.0,1456.0,8001.0,59.7,13400.0,92242.0,7.89
51756247,55175959.0,14400.0,60.0,Supervisor,< 1 year,MORTGAGE,90000.0,Not Verified,other,923xx,CA,9.56,0.0,2003-04-01,0.0,58.0,58.0,,0.0,15.0,35.0,0.0,0.0,6509.0,16.7,38900.0,381242.0,8.18
46814519,49962325.0,21000.0,36.0,hadoop engineer,3 years,RENT,115000.0,Source Verified,debt_consolidation,945xx,CA,14.56,0.0,2011-05-01,2.0,,,,0.0,6.0,6.0,0.0,0.0,15208.0,64.7,23500.0,67276.0,16.55
43064643,46061373.0,35000.0,36.0,Director of Human Resources,1 year,RENT,90000.0,Source Verified,debt_consolidation,960xx,CA,11.92,0.0,2001-07-01,0.0,,,,0.0,5.0,26.0,0.0,0.0,14072.0,85.3,16500.0,36074.0,8.18
57267352,60970165.0,3000.0,36.0,RN,5 years,RENT,70000.0,Source Verified,credit_card,225xx,VA,6.31,0.0,2003-08-01,0.0,34.0,34.0,,0.0,11.0,27.0,0.0,0.0,3976.0,22.0,18100.0,21448.0,11.53
57174257,60876974.0,10000.0,36.0,Teacher,2 years,RENT,38972.0,Verified,credit_card,383xx,TN,26.27,0.0,2001-10-01,0.0,37.0,,,0.0,8.0,38.0,0.0,0.0,10189.0,71.8,14200.0,61970.0,9.99
44078089,47094914.0,11000.0,36.0,Salesperson,7 years,MORTGAGE,55000.0,Source Verified,credit_card,344xx,FL,18.81,0.0,1983-06-01,0.0,,,,0.0,14.0,28.0,0.0,0.0,25407.0,60.8,41800.0,69834.0,9.17
46145461,49253205.0,6600.0,36.0,RD Office Manager,10+ years,RENT,44000.0,Source Verified,debt_consolidation,937xx,CA,17.05,0.0,1994-10-01,1.0,62.0,,46.0,2.0,12.0,38.0,0.0,0.0,4971.0,37.9,13100.0,18263.0,7.89
59110763,62998537.0,12000.0,60.0,Golf Superintendent,2 years,MORTGAGE,91000.0,Not Verified,debt_consolidation,329xx,FL,10.59,0.0,1994-12-01,0.0,,,,0.0,7.0,14.0,0.0,0.0,13429.0,51.6,26000.0,213127.0,9.99
58862140,62724853.0,9000.0,36.0,Executive Assistant,8 years,MORTGAGE,50000.0,Not Verified,credit_card,374xx,TN,14.69,0.0,1989-10-01,0.0,,,89.0,1.0,11.0,28.0,0.0,0.0,10647.0,50.2,21200.0,59998.0,5.32
53061217,56560931.0,16450.0,60.0,Senior Human Resources Representative ,10+ years,MORTGAGE,95000.0,Source Verified,debt_consolidation,921xx,CA,26.64,0.0,2001-01-01,0.0,,,,0.0,25.0,47.0,0.0,0.0,53249.0,66.0,80700.0,590664.0,11.53
59163231,63051063.0,12000.0,36.0,Field Service Technician,2 years,MORTGAGE,45000.0,Source Verified,credit_card,539xx,WI,31.47,1.0,2004-09-01,0.0,17.0,,,0.0,13.0,21.0,0.0,0.0,22243.0,81.2,27400.0,27279.0,9.17
54158649,57699423.0,4725.0,36.0,,n/a,MORTGAGE,45060.0,Verified,debt_consolidation,970xx,OR,23.75,0.0,2002-11-01,1.0,,,49.0,2.0,14.0,38.0,0.0,0.0,4877.0,36.1,13500.0,242944.0,11.53
38832138,41615851.0,5000.0,36.0,Security Officer,5 years,RENT,18000.0,Source Verified,debt_consolidation,347xx,FL,29.47,0.0,2005-07-01,0.0,,,,0.0,4.0,11.0,0.0,0.0,5840.0,82.3,7100.0,18015.0,14.31
57951356,61755089.0,12000.0,36.0,teacher,8 years,OWN,41000.0,Verified,credit_card,230xx,VA,14.57,0.0,2001-01-01,0.0,42.0,,,0.0,21.0,66.0,0.0,0.0,15336.0,26.2,58500.0,270631.0,6.24
38456926,41250778.0,21000.0,36.0,Principal,10+ years,MORTGAGE,95000.0,Source Verified,credit_card,770xx,TX,22.5,0.0,1990-02-01,1.0,,,,0.0,14.0,45.0,0.0,0.0,32817.0,78.3,41900.0,220857.0,11.44
48090894,51330647.0,16500.0,60.0,Treasury Management,10+ years,MORTGAGE,67000.0,Verified,debt_consolidation,463xx,IN,23.81,1.0,1999-09-01,0.0,13.0,,,0.0,21.0,32.0,0.0,0.0,21722.0,47.4,45800.0,226311.0,10.99
55253498,58834404.0,8000.0,36.0,Sr Manager Operations,10+ years,MORTGAGE,165000.0,Verified,credit_card,805xx,CO,32.94,1.0,1995-08-01,1.0,23.0,34.0,,0.0,25.0,70.0,0.0,0.0,409933.0,51.9,439200.0,524199.0,12.69
51217220,54626981.0,12000.0,36.0,Accounting,6 years,RENT,110000.0,Source Verified,debt_consolidation,773xx,TX,14.14,0.0,2001-11-01,1.0,32.0,,,0.0,13.0,23.0,0.0,0.0,17466.0,54.1,33900.0,65798.0,7.26
58061233,61864980.0,5500.0,36.0,Inv. manager,9 years,MORTGAGE,50000.0,Not Verified,credit_card,852xx,AZ,11.14,0.0,1997-08-01,1.0,,,,0.0,10.0,26.0,0.0,0.0,625.0,1.0,61400.0,210660.0,5.32
48694361,51943081.0,28000.0,60.0,Private Banker ,10+ years,OWN,150000.0,Source Verified,debt_consolidation,913xx,CA,14.25,0.0,2002-09-01,0.0,,,,0.0,6.0,14.0,0.0,0.0,28364.0,91.5,31000.0,60760.0,13.33
56914700,60627429.0,10000.0,36.0,Executive Assistant,< 1 year,RENT,70000.0,Not Verified,debt_consolidation,972xx,OR,12.91,0.0,1997-04-01,0.0,,,,0.0,8.0,18.0,0.0,0.0,10229.0,57.5,17800.0,42629.0,9.99
41111664,43987508.0,30000.0,60.0,Insurance Appraiser,5 years,MORTGAGE,69300.0,Verified,debt_consolidation,300xx,GA,22.58,0.0,1989-11-01,0.0,,,,0.0,15.0,36.0,0.0,0.0,14371.0,8.9,161900.0,298730.0,10.99
59602822,63536607.0,17600.0,60.0,Human Resources ,10+ years,RENT,40000.0,Verified,debt_consolidation,328xx,FL,38.76,0.0,2003-04-01,2.0,,,,0.0,8.0,25.0,0.0,0.0,19053.0,71.1,26800.0,79204.0,20.99
54534240,58114977.0,5000.0,36.0,,n/a,OWN,15816.0,Verified,credit_card,385xx,TN,25.53,0.0,1990-08-01,0.0,67.0,67.0,,0.0,3.0,14.0,0.0,0.0,7781.0,92.6,8400.0,7781.0,13.33
55268887,58849628.0,10100.0,36.0,Accounts Payable,1 year,MORTGAGE,90000.0,Not Verified,debt_consolidation,074xx,NJ,10.15,0.0,1995-10-01,2.0,,44.0,21.0,2.0,4.0,10.0,0.0,0.0,2220.0,81.0,2750.0,45162.0,16.55
41368515,44275253.0,11200.0,60.0,retail sales consultant,2 years,MORTGAGE,60000.0,Source Verified,other,708xx,LA,31.76,0.0,2000-09-01,0.0,,,,0.0,7.0,15.0,0.0,0.0,27847.0,87.0,32000.0,151573.0,16.55
60605781,64626515.0,24000.0,60.0,Project Leader,10+ years,MORTGAGE,78610.4,Source Verified,debt_consolidation,633xx,MO,16.14,0.0,2000-02-01,1.0,31.0,,,0.0,18.0,35.0,0.0,0.0,23887.0,75.4,31700.0,178361.0,19.99
41226535,44133263.0,30000.0,36.0,nstalled Sales Manager,< 1 year,MORTGAGE,80000.0,Verified,credit_card,273xx,NC,7.49,0.0,2003-04-01,0.0,,,,0.0,10.0,21.0,0.0,0.0,26411.0,32.6,80900.0,205171.0,6.68
46847841,49995708.0,4200.0,36.0,Driver Relations Coordinator,3 years,RENT,40000.0,Not Verified,debt_consolidation,104xx,NY,17.82,5.0,2003-03-01,0.0,11.0,11.0,25.0,1.0,9.0,17.0,0.0,0.0,2326.0,93.0,2500.0,25358.0,12.69
48504998,51753729.0,11000.0,60.0,Clinic Office Clerk,3 years,RENT,28000.0,Source Verified,credit_card,498xx,MI,13.24,0.0,2004-10-01,0.0,,,,0.0,7.0,27.0,0.0,0.0,10015.0,82.8,12100.0,51629.0,12.69
48676201,51924995.0,15000.0,36.0,GSE,2 years,MORTGAGE,63000.0,Not Verified,debt_consolidation,798xx,TX,15.14,0.0,1996-01-01,1.0,45.0,,,0.0,10.0,21.0,0.0,0.0,18793.0,83.9,22400.0,92674.0,13.99
44005452,47022179.0,11200.0,36.0,Driver,7 years,RENT,60200.0,Source Verified,debt_consolidation,926xx,CA,15.41,0.0,2006-06-01,1.0,45.0,,,0.0,9.0,25.0,0.0,245.0,6735.0,34.9,19300.0,24561.0,11.53
58623560,62464318.0,14575.0,36.0,Network Printer Engineer,2 years,RENT,60000.0,Verified,debt_consolidation,104xx,NY,23.36,0.0,2007-10-01,0.0,,,,0.0,9.0,14.0,0.0,0.0,14573.0,75.5,19300.0,30425.0,14.65
55138379,58709108.0,30000.0,60.0,formen,10+ years,MORTGAGE,67704.0,Verified,debt_consolidation,844xx,UT,32.13,2.0,2005-05-01,0.0,4.0,13.0,,0.0,11.0,15.0,0.0,0.0,6877.0,58.3,11800.0,169639.0,17.57
52688492,56198220.0,25000.0,60.0,Consultant Editor Level 2,5 years,OWN,71000.0,Source Verified,debt_consolidation,363xx,AL,13.27,0.0,2007-12-01,2.0,,,,0.0,11.0,12.0,0.0,0.0,16900.0,31.0,54600.0,30987.0,13.99
54404585,57985351.0,8000.0,36.0,Instructor ,10+ years,RENT,68000.0,Source Verified,debt_consolidation,238xx,VA,23.44,5.0,2002-06-01,1.0,18.0,18.0,,0.0,15.0,45.0,0.0,1653.0,6630.0,55.2,12000.0,55486.0,9.99
51245228,54664944.0,15000.0,60.0,shipping coordinator,10+ years,OWN,47000.0,Verified,credit_card,435xx,OH,22.14,0.0,2001-04-01,1.0,,,,0.0,8.0,11.0,0.0,0.0,5776.0,58.9,9800.0,19870.0,12.69
57578649,61331369.0,5000.0,36.0,Ecommerce Associate,1 year,RENT,42000.0,Source Verified,major_purchase,117xx,NY,3.14,0.0,2011-04-01,1.0,,,,0.0,4.0,4.0,0.0,0.0,2276.0,23.0,9900.0,2276.0,13.99
50133389,53512113.0,4000.0,36.0,general manager,8 years,MORTGAGE,60000.0,Not Verified,debt_consolidation,801xx,CO,2.89,0.0,1984-06-01,0.0,,,78.0,1.0,8.0,19.0,0.0,0.0,3614.0,27.4,13200.0,3614.0,7.89
40400349,43265063.0,15000.0,60.0,RN,10+ years,MORTGAGE,84000.0,Verified,credit_card,453xx,OH,28.46,0.0,1992-09-01,2.0,,,,0.0,14.0,28.0,0.0,0.0,54738.0,91.4,59900.0,222614.0,15.59
38595412,41379184.0,26275.0,60.0,service tech,9 years,MORTGAGE,75000.0,Verified,debt_consolidation,672xx,KS,19.95,0.0,2004-06-01,1.0,59.0,71.0,82.0,1.0,12.0,36.0,0.0,1047.0,10625.0,67.2,15800.0,255205.0,25.83
52026175,55455888.0,30000.0,36.0,Stormwater Compliance ,6 years,OWN,85000.0,Verified,home_improvement,021xx,MA,29.58,0.0,2005-12-01,0.0,,,,0.0,26.0,54.0,0.0,0.0,28703.0,46.9,61200.0,386517.0,14.65
40674449,43540173.0,12000.0,36.0,Director of Administration,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,278xx,NC,20.26,0.0,1999-02-01,1.0,,,,0.0,7.0,32.0,0.0,0.0,17598.0,62.6,28100.0,48309.0,13.99
50738428,54118150.0,35000.0,36.0,Network Manager,10+ years,RENT,95000.0,Verified,credit_card,194xx,PA,11.57,0.0,2000-07-01,0.0,53.0,,,0.0,17.0,30.0,0.0,0.0,16271.0,30.1,54100.0,22513.0,7.26
44515624,47583492.0,15000.0,36.0,Operations and Agent,2 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,790xx,TX,27.35,0.0,2006-09-01,1.0,67.0,,,0.0,13.0,23.0,0.0,911.0,26903.0,64.7,41600.0,212970.0,13.33
57814076,61566860.0,7200.0,36.0,warehouse worker,7 years,MORTGAGE,35000.0,Source Verified,debt_consolidation,890xx,NV,12.07,0.0,2002-12-01,1.0,,,69.0,1.0,9.0,19.0,0.0,0.0,4553.0,37.3,12200.0,8524.0,12.29
48605946,51854744.0,24000.0,36.0,It tech support,3 years,RENT,63000.0,Source Verified,debt_consolidation,945xx,CA,12.72,0.0,1999-10-01,0.0,67.0,,,0.0,4.0,13.0,0.0,0.0,15775.0,84.4,18700.0,32285.0,10.99
56031189,59693029.0,10000.0,60.0,,n/a,OWN,65000.0,Not Verified,debt_consolidation,729xx,AR,22.34,0.0,2001-12-01,1.0,31.0,,,0.0,13.0,24.0,0.0,72.0,11587.0,61.0,19000.0,34558.0,12.29
56052123,59713952.0,24000.0,60.0,TRUCK DRIVER,< 1 year,MORTGAGE,62000.0,Not Verified,debt_consolidation,970xx,OR,13.12,0.0,1998-12-01,0.0,38.0,,,0.0,12.0,15.0,0.0,0.0,43033.0,87.3,49300.0,147890.0,12.69
48626613,51875405.0,4400.0,36.0,Mechanic/Associate,5 years,RENT,13000.0,Not Verified,debt_consolidation,937xx,CA,12.37,0.0,2006-04-01,0.0,52.0,,,0.0,24.0,26.0,0.0,0.0,1484.0,98.9,1500.0,47184.0,17.86
52008292,55438049.0,6825.0,36.0,Maintenance,5 years,OWN,19000.0,Not Verified,debt_consolidation,553xx,MN,21.86,0.0,2007-08-01,0.0,,,,0.0,5.0,10.0,0.0,0.0,10911.0,65.7,16600.0,12869.0,17.57
59955620,63900341.0,33100.0,60.0,Senior Project Mgr,6 years,RENT,300000.0,Source Verified,credit_card,910xx,CA,12.59,0.0,1999-09-01,1.0,,,,0.0,21.0,44.0,0.0,0.0,34010.0,29.4,115800.0,88329.0,9.17
42403549,45370277.0,28175.0,60.0,Ecclesiastical Judge,10+ years,MORTGAGE,66588.0,Source Verified,debt_consolidation,534xx,WI,29.09,0.0,2000-02-01,0.0,,,,0.0,15.0,24.0,0.0,0.0,43185.0,49.8,81200.0,206662.0,19.52
60576972,64597734.0,5000.0,36.0,Service Operations Coordinator ,7 years,MORTGAGE,62000.0,Verified,debt_consolidation,207xx,MD,31.77,0.0,2004-11-01,1.0,69.0,,,0.0,17.0,37.0,0.0,0.0,65073.0,6.1,92600.0,277881.0,12.29
46418230,49556015.0,6400.0,36.0,Sales/Customer Service,4 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,550xx,MN,20.62,0.0,1973-11-01,2.0,,,65.0,1.0,13.0,33.0,0.0,0.0,4760.0,32.6,14600.0,27216.0,12.29
52209471,55669193.0,5500.0,36.0,SALES,7 years,RENT,28000.0,Not Verified,credit_card,431xx,OH,18.22,0.0,2009-01-01,0.0,,,,0.0,6.0,12.0,0.0,0.0,5703.0,65.6,8700.0,12620.0,7.89
57276214,60979020.0,12875.0,60.0,Banker,10+ years,RENT,92000.0,Source Verified,debt_consolidation,550xx,MN,7.83,0.0,1997-10-01,0.0,27.0,30.0,,0.0,8.0,24.0,0.0,0.0,10047.0,38.2,26300.0,26765.0,13.33
55907485,59569207.0,6000.0,36.0,,n/a,OWN,24500.0,Not Verified,credit_card,769xx,TX,29.59,0.0,1990-06-01,1.0,,,69.0,1.0,7.0,26.0,0.0,0.0,4255.0,47.3,9000.0,30303.0,8.18
46756159,49904013.0,28000.0,60.0,Branch Manager,8 years,RENT,80000.0,Source Verified,debt_consolidation,941xx,CA,14.3,0.0,2002-05-01,0.0,58.0,58.0,,0.0,6.0,16.0,0.0,0.0,20420.0,84.0,24300.0,44169.0,10.99
42355927,45322799.0,16200.0,60.0,Sr Health Services Analyst,10+ years,RENT,45000.0,Verified,debt_consolidation,334xx,FL,30.96,0.0,1999-12-01,1.0,,,,0.0,30.0,42.0,0.0,84.0,33673.0,77.6,43400.0,33673.0,21.67
59270987,63158758.0,20000.0,36.0,Manager,10+ years,MORTGAGE,82000.0,Not Verified,debt_consolidation,017xx,MA,20.3,0.0,2004-10-01,0.0,,,,0.0,14.0,28.0,0.0,0.0,22810.0,72.4,31500.0,55250.0,12.69
43489829,46516569.0,15000.0,36.0,Sales Manager,10+ years,MORTGAGE,40000.0,Not Verified,debt_consolidation,146xx,NY,14.52,0.0,1998-11-01,0.0,,,,0.0,8.0,13.0,0.0,0.0,18621.0,49.1,37900.0,18621.0,6.68
38078424,40841158.0,10000.0,36.0,Office Manager,7 years,RENT,45000.0,Verified,credit_card,913xx,CA,16.61,0.0,2003-09-01,0.0,,,,0.0,11.0,14.0,0.0,0.0,7950.0,71.0,11200.0,45956.0,11.99
56050304,59712083.0,35000.0,60.0,Assistant Controller,2 years,RENT,112000.0,Source Verified,debt_consolidation,100xx,NY,22.67,0.0,2000-08-01,0.0,,,,0.0,11.0,18.0,0.0,0.0,48056.0,70.3,68400.0,105954.0,13.99
49915233,53284001.0,15000.0,60.0,CRANE OPERATOR,< 1 year,MORTGAGE,65000.0,Not Verified,major_purchase,245xx,VA,17.85,0.0,2001-06-01,0.0,,,,0.0,6.0,13.0,0.0,0.0,191.0,0.6,33500.0,57963.0,7.89
56088933,59750702.0,6000.0,36.0,Legal Secretary,10+ years,RENT,56800.0,Verified,debt_consolidation,310xx,GA,29.37,0.0,2003-03-01,0.0,,,65.0,1.0,10.0,24.0,0.0,0.0,10940.0,59.1,18500.0,48645.0,12.69
53924374,57475100.0,10500.0,60.0,Assistant Manager,4 years,RENT,25000.0,Verified,debt_consolidation,484xx,MI,34.61,0.0,2004-11-01,3.0,33.0,33.0,,0.0,28.0,31.0,0.0,0.0,10964.0,49.4,22200.0,80792.0,23.99
57568312,61321032.0,15000.0,36.0,server,2 years,RENT,30000.0,Source Verified,home_improvement,305xx,GA,6.36,0.0,2001-10-01,0.0,33.0,,,0.0,3.0,10.0,0.0,0.0,4829.0,56.8,8500.0,4829.0,8.18
40550421,43415145.0,14500.0,36.0,Machinist,7 years,RENT,57200.0,Source Verified,debt_consolidation,773xx,TX,11.94,0.0,2008-11-01,1.0,,,,0.0,16.0,26.0,0.0,0.0,17272.0,49.1,35200.0,40225.0,11.99
38636154,41419959.0,10000.0,60.0,Fork Operator,10+ years,OWN,62700.0,Not Verified,debt_consolidation,633xx,MO,25.34,0.0,1998-12-01,1.0,,,85.0,1.0,10.0,28.0,0.0,0.0,9414.0,77.8,12100.0,199847.0,12.99
43759736,46786472.0,8675.0,36.0,Customer Service,1 year,RENT,19000.0,Verified,debt_consolidation,497xx,MI,29.56,0.0,1997-09-01,1.0,,,108.0,1.0,10.0,21.0,0.0,0.0,9296.0,57.0,16300.0,29026.0,13.99
55543292,59145007.0,35000.0,36.0,COO,3 years,MORTGAGE,205000.0,Source Verified,home_improvement,109xx,NY,9.91,0.0,2006-02-01,1.0,,,,0.0,16.0,27.0,0.0,0.0,68143.0,23.9,146500.0,483683.0,7.89
46832249,49979965.0,9000.0,36.0,Medical,10+ years,MORTGAGE,120000.0,Not Verified,debt_consolidation,980xx,WA,11.37,2.0,1981-12-01,1.0,3.0,,44.0,2.0,11.0,17.0,0.0,0.0,16318.0,58.5,27900.0,419048.0,7.89
60761007,64802748.0,6000.0,36.0,"Consultant (Foshan, China)",1 year,RENT,65000.0,Not Verified,medical,926xx,CA,17.02,2.0,1990-09-01,0.0,6.0,,,0.0,5.0,24.0,0.0,0.0,4159.0,63.0,6600.0,89504.0,13.99
51716430,55136149.0,14075.0,36.0,ramp agent ,5 years,RENT,32000.0,Not Verified,debt_consolidation,330xx,FL,21.79,0.0,2011-03-01,1.0,,,,0.0,8.0,11.0,0.0,0.0,4590.0,29.2,15700.0,16353.0,16.99
50223502,53602222.0,10000.0,36.0,Telecom Eng,10+ years,RENT,60000.0,Not Verified,credit_card,850xx,AZ,34.47,0.0,2001-02-01,0.0,59.0,59.0,,0.0,14.0,39.0,0.0,0.0,19172.0,71.3,26900.0,76263.0,8.18
